timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2
0,9.773744887,4.106685434,1.21557119,0.266738922,0.127332402,13.48503787,16.96584623,18.53273872,,
0.010416667,7.942569217,3.702606661,1.122418604,0.251927378,0.12577208,14.26246315,17.20821163,18.62431085,,
0.020833333,6.810322838,3.091761138,0.954017605,0.225065049,0.123102596,14.84462331,17.36831393,18.57766588,,
0.03125,6.161719242,2.539955826,0.730685836,0.182792522,0.118022226,15.17846735,17.64433093,18.68835134,,
0.041666667,5.793551294,2.132373203,0.538984519,0.145029258,0.113234326,15.3666154,17.84966359,18.7686226,,
0.052083333,5.578225073,1.697626187,0.342534358,0.11061071,0.11065797,15.48173795,18.06965648,18.85695482,,
0.0625,5.441088377,1.461074464,0.253818847,0.100428989,0.11232552,15.5548166,18.18911377,18.89575494,,
0.072916667,5.360411978,1.339758688,0.221670386,0.100042668,0.116110604,15.5944304,18.254253,18.9032051,,
0.0833333,5.313668223,1.281504451,0.212108441,0.103091134,0.120758075,15.61759336,18.28343823,18.90481788,,
0.09375,5.192118779,1.046750343,0.16339152,0.103571905,0.127569325,15.67595121,18.40885467,18.93372917,,
0.104166667,5.09995307,0.937291716,0.150701626,0.108623885,0.135260846,15.72302715,18.46317862,18.93389236,,
0.114583333,5.042460529,0.890415548,0.15020175,0.115211643,0.143279802,15.74948114,18.48899753,18.93222874,,
0.125,5.007572077,0.87305067,0.153941232,0.122207846,0.15130838,15.76711576,18.49385005,18.93079682,,
0.135416667,4.853090547,0.701396721,0.134821428,0.128628732,0.161080401,15.83273436,18.59300786,18.94516856,,
0.145833333,4.727856936,0.627262936,0.133022467,0.136695485,0.170948576,15.89151254,18.62875298,18.94302781,,
0.15625,4.641374751,0.595928055,0.136134195,0.145197042,0.18064073,15.93308776,18.64268839,18.94115602,,
0.166666667,4.582976413,0.582303591,0.140548987,0.153459606,0.189916397,15.96122201,18.6494391,18.94031737,,
