timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2
0,17.21631188,17.67686178,12.3666311,7.873799721,4.21795339,,,,,
0.010416667,15.37877952,17.34858291,12.28457579,7.826016797,4.182661003,,,,,
0.020833333,14.02826386,16.60893612,12.05020688,7.747411702,4.144461101,,,,,
0.03125,13.09127736,15.74828681,11.63895791,7.594649123,4.088817511,,,,,
0.041666667,12.44094136,14.913893,11.09882785,7.345767002,3.997286217,,,,,
0.052083333,12.20289677,14.32046884,10.32874577,6.79763062,3.677732373,,,,,
0.0625,12.00020385,13.82176023,9.645378935,6.232542461,3.335297764,,,,,
0.072916667,11.8264063,13.40640718,9.042999456,5.67540799,2.968732992,,,,,
0.0833333,11.66741581,13.05823406,8.518501678,5.145282826,2.590696531,,,,,
0.09375,11.6897442,12.85319441,7.814950075,4.43932863,2.06287793,,,,,
0.104166667,11.65547653,12.68363351,7.258174281,3.804600651,1.578902247,,,,,
0.114583333,11.59175286,12.53944563,6.813150043,3.252173233,1.162068127,,,,,
0.125,11.50412664,12.41008642,6.456580769,2.785104955,0.833380645,,,,,
0.135416667,11.53789303,12.3391594,5.889723758,2.216650145,0.518735902,,,,,
0.145833333,11.51779243,12.27526188,5.448606769,1.751897244,0.338513633,,,,,
0.15625,11.47762383,12.21645589,5.10191774,1.388613575,0.251546057,,,,,
0.166666667,11.42524431,12.15977123,4.828556092,1.118889157,0.211114513,,,,,
0.177083333,11.69601977,12.14959065,4.383718453,0.823037109,0.174155119,,,,,
0.1875,11.91758587,12.17400699,4.042128345,0.632819135,0.161792156,,,,,
0.197916667,12.09995217,12.22341991,3.78306098,0.522619984,0.158998257,,,,,
0.2083333,12.24994751,12.2893762,3.59241227,0.463616628,0.160701659,,,,,
0.21875,12.47533989,12.3701854,3.298891981,0.388702369,0.161059492,,,,,
0.229166667,12.65723101,12.46405856,3.086666348,0.353152282,0.165296289,,,,,
0.239583333,12.81237774,12.56688123,2.938294188,0.336786485,0.17090623,,,,,
0.25,12.94540021,12.67476824,2.840948666,0.329870184,0.176812754,,,,,
0.260416667,13.24153053,12.7934878,2.724801498,0.316835333,0.181964444,,,,,
0.270833333,13.50453172,12.93112497,2.656135015,0.313309784,0.187413119,,,,,
