timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2,,,,,,,,,,,,,,,,,,,
0,11.72863463,7.986723095,5.025369527,2.996054791,3.158156879,13.55483815,14.42742824,15.73339769,16.8112418,17.51118095,,,,,,,,,,,,,,,,,,,
0.010416667,9.897799153,7.617513447,4.95211664,2.969551073,3.155343073,13.91907124,14.55139137,15.75997138,16.81971645,17.51435028,,,,,,,,,,,,,,,,,,,
0.020833333,8.679804432,6.91194806,4.724121358,2.905687609,3.139658329,14.29111858,14.83631188,15.85405725,16.84206795,17.51982172,,,,,,,,,,,,,,,,,,,
0.03125,7.923727647,6.194716677,4.36407849,2.773467647,3.09781999,14.55303182,15.1453595,16.01067153,16.89041826,17.53084383,,,,,,,,,,,,,,,,,,,
0.041666667,7.465370363,5.599972473,3.956357844,2.578031787,3.017046607,14.72487253,15.4131001,16.19497625,16.96488103,17.55111014,,,,,,,,,,,,,,,,,,,
0.052083333,7.163582271,5.044433949,3.469195697,2.265877808,2.907644798,14.85236536,15.66957413,16.41699472,17.08596553,17.59593104,,,,,,,,,,,,,,,,,,,
0.0625,6.959540691,4.638346483,3.054904958,1.964315283,2.743120317,14.93674093,15.86268594,16.61406443,17.21255844,17.65004898,,,,,,,,,,,,,,,,,,,
0.072916667,6.816716271,4.348915776,2.723517648,1.69220882,2.545199908,14.99225556,16.0000084,16.77360529,17.331331,17.70660836,,,,,,,,,,,,,,,,,,,
0.0833333,6.709711026,4.143777006,2.468565012,1.459877579,2.332626576,15.02694334,16.09657235,16.89839947,17.4368668,17.76577118,,,,,,,,,,,,,,,,,,,
0.09375,6.513238953,3.825181728,2.1565963,1.198442855,2.162397247,15.11341856,16.24246037,17.0446679,17.55375787,17.82864052,,,,,,,,,,,,,,,,,,,
0.104166667,6.353532178,3.576067304,1.903618006,0.981113033,1.97458719,15.18264928,16.36274977,17.16937478,17.6565756,17.88635982,,,,,,,,,,,,,,,,,,,
0.114583333,6.226196377,3.385427624,1.703368728,0.804678031,1.784170423,15.23137088,16.45268314,17.26859332,17.74179079,17.93479795,,,,,,,,,,,,,,,,,,,
0.125,6.122402171,3.239977301,1.547452768,0.66473517,1.600714758,15.26469925,16.51875442,17.34623035,17.81066905,17.97545258,,,,,,,,,,,,,,,,,,,
0.135416667,5.901399707,2.969560889,1.331275637,0.506799383,1.469133983,15.35304778,16.63881422,17.44550682,17.88340011,18.01395471,,,,,,,,,,,,,,,,,,,
0.145833333,5.716894735,2.748418361,1.153046514,0.380719081,1.333472636,15.42634414,16.74241404,17.53219183,17.94447256,18.06011274,,,,,,,,,,,,,,,,,,,
0.15625,5.570362159,2.57204722,1.008569672,0.281990762,1.201271903,15.48818387,16.82573678,17.6026475,17.99232791,18.107958,,,,,,,,,,,,,,,,,,,
0.166666667,5.454522659,2.433088797,0.893146164,0.206131298,1.076822521,15.51114219,16.88514286,17.65863394,18.03373007,18.10534056,,,,,,,,,,,,,,,,,,,
0.177083333,5.465288706,2.231043932,0.746493599,0.125029886,0.987514272,15.52393525,16.981674,17.72728663,18.0786238,18.08406025,,,,,,,,,,,,,,,,,,,
0.1875,5.467768567,2.092036967,0.631057162,0.063646084,0.899154065,15.51961407,17.04827712,17.78316774,18.13756244,18.07088583,,,,,,,,,,,,,,,,,,,
0.197916667,5.462046559,1.997232285,0.543938181,0.019003023,0.815347898,15.50866965,17.09349374,17.8263143,18.19209339,18.06543916,,,,,,,,,,,,,,,,,,,
0.2083333,5.450178109,1.931890383,0.480094141,0.003958236,0.738318932,15.51426793,17.12407289,17.85830368,18.22397629,18.06438479,,,,,,,,,,,,,,,,,,,
0.21875,5.396750937,1.814751675,0.403423469,0.002900164,0.684292145,15.52711283,17.17620753,17.89454181,18.22907663,18.06309174,,,,,,,,,,,,,,,,,,,
0.229166667,5.343648478,1.725608236,0.34468179,0.002622979,0.637086607,15.54201675,17.21819482,17.92419999,18.22338269,18.062296,,,,,,,,,,,,,,,,,,,
0.239583333,5.296430755,1.6576487,0.30044053,0.002324064,0.595312227,15.55632412,17.25111726,17.94766994,18.22730064,18.06610633,,,,,,,,,,,,,,,,,,,
