timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2,,,,,,,,,,,,,,,,,,,,
1.395833333,6.624580689,1.78147751,0.416950495,0.228955896,0.244981984,15.74624872,18.20070768,18.89443895,18.98546629,18.10968751,,,,,,,,,,,,,,,,,,,,
1.40625,7.109851222,2.172196005,0.512207175,0.235321755,0.23852146,15.53501116,18.03604306,18.86949629,18.98473782,18.05638248,,,,,,,,,,,,,,,,,,,,
1.416666667,7.38473576,2.450873673,0.591165599,0.239558142,0.23114129,15.41644678,17.92296012,18.84644733,18.9824323,18.00644255,,,,,,,,,,,,,,,,,,,,
1.427083333,8.931748802,3.638026251,1.062532506,0.332596892,0.232294022,14.85000089,17.55970459,18.73254903,18.94757704,17.94099309,,,,,,,,,,,,,,,,,,,,
1.4375,9.730681149,4.648851807,1.615476897,0.473434817,0.24597723,14.63748964,17.33793528,18.65808938,18.92090515,17.80713915,,,,,,,,,,,,,,,,,,,,
1.447916667,10.12901177,5.370675581,2.157547063,0.650327484,0.270805311,14.53516434,17.20975299,18.6073515,18.89308539,17.64982705,,,,,,,,,,,,,,,,,,,,
1.4583333,10.331126,5.849470801,2.628399347,0.845602605,0.305806857,14.48079525,17.14119385,18.57563383,18.8651779,17.51050493,,,,,,,,,,,,,,,,,,,,
1.46875,10.96416553,6.582065282,3.305737123,1.207494707,0.401454796,14.34013483,17.06174354,18.54372667,18.82832678,17.36202665,,,,,,,,,,,,,,,,,,,,
1.479166667,11.28740017,7.15022106,3.91530835,1.588856865,0.521788536,14.2867224,17.02035105,18.52689837,18.80719708,17.25543772,,,,,,,,,,,,,,,,,,,,
1.489583333,11.45252564,7.526783674,4.411151147,1.963146398,0.663039344,14.25837728,16.98830528,18.51401089,18.79417165,17.18054848,,,,,,,,,,,,,,,,,,,,
1.5,11.54920959,7.760930817,4.77988754,2.298314227,0.815553669,14.23337949,16.96698356,18.50584828,18.78414382,17.13150486,,,,,,,,,,,,,,,,,,,,
1.510416667,11.81504636,7.988892789,5.07683412,2.599509138,0.979331514,14.18796913,16.94770436,18.49951674,18.77747823,17.09241116,,,,,,,,,,,,,,,,,,,,
