timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2,,,,,,,,,,,,,,,,,,,
0,10.02868442,6.618992678,2.278375685,0.488167413,0.113571608,13.38211351,14.96598619,17.9158199,18.8592127,17.51118095,,,,,,,,,,,,,,,,,,,
0.010416667,8.168887055,6.247887311,2.17340203,0.453451261,0.109199893,14.16295427,15.11217413,18.01214829,18.92272572,17.51435028,,,,,,,,,,,,,,,,,,,
0.020833333,7.020995998,5.573243145,1.976065807,0.421773958,0.106551075,14.74644208,15.43155485,17.9966536,18.84389118,17.51982172,,,,,,,,,,,,,,,,,,,
0.03125,6.363171332,4.929486959,1.685974594,0.351145888,0.098546946,15.08107341,15.75247078,18.12216222,18.88522205,17.53084383,,,,,,,,,,,,,,,,,,,
0.041666667,5.988307545,4.419937735,1.385944292,0.269258143,0.089606038,15.27027664,16.01309147,18.2537234,18.90806321,17.55111014,,,,,,,,,,,,,,,,,,,
0.052083333,5.75778797,3.959776576,0.996459736,0.160080518,0.078861593,15.39514575,16.24632836,18.43604665,18.94475832,17.59593104,,,,,,,,,,,,,,,,,,,
0.0625,5.611508062,3.639822997,0.756039236,0.113612388,0.076646404,15.4729096,16.41537258,18.5534261,18.95493014,17.65004898,,,,,,,,,,,,,,,,,,,
0.072916667,5.525038194,3.425197283,0.618326912,0.096584807,0.077798672,15.51694418,16.52932005,18.62088222,18.95351417,17.70660836,,,,,,,,,,,,,,,,,,,
0.0833333,5.474368979,3.284101683,0.544185475,0.090667784,0.080250013,15.54088024,16.60563476,18.65646129,18.95367401,17.76577118,,,,,,,,,,,,,,,,,,,
0.09375,5.339143476,3.045321701,0.384600091,0.076621371,0.084111642,15.6087199,16.72112938,18.74681715,18.96241125,17.82864052,,,,,,,,,,,,,,,,,,,
0.104166667,5.240082113,2.870643648,0.324382707,0.076503651,0.089831564,15.65970019,16.8122767,18.77128277,18.95918918,17.88635982,,,,,,,,,,,,,,,,,,,
0.114583333,5.178538624,2.747820502,0.29898444,0.079011755,0.096063031,15.68870037,16.87716121,18.78002042,18.95826822,17.93479795,,,,,,,,,,,,,,,,,,,
0.125,5.140784341,2.663217193,0.287120776,0.082465722,0.102526526,15.70638676,16.92077887,18.78398285,18.95700836,17.97545258,,,,,,,,,,,,,,,,,,,
0.135416667,4.978010526,2.468618336,0.211148831,0.081788855,0.110872097,15.77820347,17.01203725,18.83497512,18.96056525,18.01395471,,,,,,,,,,,,,,,,,,,
0.145833333,4.849375406,2.315633588,0.192649137,0.086418378,0.120112301,15.83924597,17.08903278,18.83542663,18.95799782,18.06011274,,,,,,,,,,,,,,,,,,,
0.15625,4.761976279,2.199805787,0.185238528,0.091746084,0.129614274,15.87951977,17.14764273,18.83698457,18.9565556,18.107958,,,,,,,,,,,,,,,,,,,
0.166666667,4.703406738,2.114054276,0.181389081,0.097137683,0.139090757,15.90738044,17.19155063,18.83823999,18.9548164,18.10534056,,,,,,,,,,,,,,,,,,,
0.177083333,4.773464505,1.975134331,0.149363006,0.10161444,0.150313987,15.87915631,17.25831107,18.8628053,18.95522592,18.08406025,,,,,,,,,,,,,,,,,,,
0.1875,4.826708649,1.891830425,0.146992169,0.108421924,0.16179145,15.85114273,17.30157336,18.8572422,18.95268117,18.07088583,,,,,,,,,,,,,,,,,,,
0.197916667,4.86679533,1.84407447,0.148700982,0.115392241,0.173132297,15.82920807,17.3270218,18.85598687,18.95032501,18.06543916,,,,,,,,,,,,,,,,,,,
0.2083333,4.896549886,1.818219676,0.151930987,0.122174785,0.184080506,15.8115224,17.34043966,18.85322959,18.94798843,18.06438479,,,,,,,,,,,,,,,,,,,
0.21875,4.873693253,1.743375785,0.14115597,0.128906029,0.196011263,15.81438847,17.37582909,18.86427075,18.94681273,18.06309174,,,,,,,,,,,,,,,,,,,
0.229166667,4.846138517,1.689227665,0.143008074,0.136471804,0.20761279,15.82219934,17.40248372,18.85982657,18.94446442,18.062296,,,,,,,,,,,,,,,,,,,
0.239583333,4.825033162,1.650444186,0.145658399,0.143850034,0.218683808,15.82936844,17.42212396,18.85839395,18.94256822,18.06610633,,,,,,,,,,,,,,,,,,,
0.25,4.809647689,1.622888817,0.148524515,0.150829007,0.229071578,15.83617385,17.43776982,18.85711688,18.94123734,18.07642909,,,,,,,,,,,,,,,,,,,
0.260416667,4.920661934,1.590950204,0.147473933,0.157624455,0.239326017,15.77958924,17.45177688,18.85854821,18.94011906,18.08942999,,,,,,,,,,,,,,,,,,,
0.270833333,5.002665598,1.58038148,0.150781019,0.164302587,0.248878009,15.73567445,17.45699497,18.85568556,18.93906734,18.10635698,,,,,,,,,,,,,,,,,,,
0.28125,5.061945558,1.581237511,0.15463914,0.170532618,0.257671032,15.70516122,17.45601318,18.85371867,18.93830396,18.12310759,,,,,,,,,,,,,,,,,,,
0.291666667,5.105095024,1.587718946,0.15854907,0.17619902,0.26565978,15.6785434,17.45430048,18.85238211,18.93784939,18.13702271,,,,,,,,,,,,,,,,,,,
0.302083333,5.45904861,1.672612954,0.17391897,0.180609772,0.271291915,15.50839631,17.41725199,18.84003895,18.9361157,18.14889312,,,,,,,,,,,,,,,,,,,
0.3125,5.728589296,1.769214056,0.182538006,0.183716197,0.275996227,15.36940523,17.36976111,18.83827435,18.93596556,18.1576512,,,,,,,,,,,,,,,,,,,
0.322916667,5.923225291,1.862300893,0.191193043,0.186252842,0.279867476,15.27202741,17.3236542,18.83439617,18.93573128,18.16485719,,,,,,,,,,,,,,,,,,,
0.3333333,6.064373305,1.945496308,0.199352693,0.188378986,0.283047205,15.20170134,17.2823191,18.83117819,18.93560798,18.1711008,,,,,,,,,,,,,,,,,,,
0.34375,6.850629339,2.308345801,0.272143509,0.190803881,0.279781442,14.82854876,17.11509188,18.77794844,18.92902197,18.17021916,,,,,,,,,,,,,,,,,,,
0.354166667,7.428425105,2.661669905,0.318687912,0.190523365,0.275556919,14.53782328,16.93692856,18.76318549,18.92895492,18.16902856,,,,,,,,,,,,,,,,,,,
0.364583333,7.826135569,2.971595355,0.363391232,0.189909354,0.270621608,14.34600994,16.77973835,18.74313603,18.92867434,18.16995893,,,,,,,,,,,,,,,,,,,
0.375,8.100309896,3.229984124,0.40531632,0.189558215,0.265532943,14.21902056,16.64846331,18.72443184,18.9282991,18.17236293,,,,,,,,,,,,,,,,,,,
0.385416667,9.495778298,4.187300344,0.764621017,0.230951597,0.253151657,13.61413037,16.20691021,18.52955284,18.90044328,18.1440775,,,,,,,,,,,,,,,,,,,
0.395833333,10.43062167,5.064859832,1.084439761,0.278059582,0.243902427,13.20338753,15.76914398,18.39874089,18.88880224,18.09181081,,,,,,,,,,,,,,,,,,,
0.40625,11.01048197,5.775731277,1.398261768,0.332066298,0.236832891,12.97533139,15.42085517,18.26814177,18.87661276,18.03907554,,,,,,,,,,,,,,,,,,,
0.416666667,11.3699388,6.320097182,1.690802523,0.391872038,0.23258633,12.8483988,15.16070477,18.14721749,18.86233939,17.99580519,,,,,,,,,,,,,,,,,,,
0.427083333,12.66490084,7.678839709,2.737553437,0.746513172,0.283839541,12.45552679,14.60248977,17.76606697,18.77418486,17.93548282,,,,,,,,,,,,,,,,,,,
0.4375,13.44564804,8.784387105,3.666660832,1.176168756,0.378135617,12.23800539,14.16679042,17.51135709,18.71966685,17.80407407,,,,,,,,,,,,,,,,,,,
0.447916667,13.87490637,9.57661838,4.472170324,1.652653896,0.512738765,12.13811725,13.90055168,17.34506809,18.68123129,17.65004607,,,,,,,,,,,,,,,,,,,
0.4583333,14.11628075,10.11635757,5.131089807,2.138156118,0.685644133,12.08981485,13.74432209,17.24116857,18.65316715,17.50991858,,,,,,,,,,,,,,,,,,,
0.46875,14.65587402,10.84759842,6.029878429,2.872455135,1.027716992,11.99288749,13.57382032,17.12919076,18.62093259,17.36672916,,,,,,,,,,,,,,,,,,,
0.479166667,15.00617129,11.42130931,6.749667754,3.564305459,1.426072841,11.93192189,13.45403829,17.07118435,18.6055297,17.2616235,,,,,,,,,,,,,,,,,,,
0.489583333,15.24175944,11.83490121,7.316087708,4.17790854,1.851082741,11.89706204,13.37986342,17.03273515,18.59554999,17.18834688,,,,,,,,,,,,,,,,,,,
0.5,15.43064667,12.13700129,7.750067903,4.69553135,2.271229573,11.87241316,13.33182098,17.00637566,18.58856249,17.13781433,,,,,,,,,,,,,,,,,,,
0.510416667,15.79684776,12.45460065,8.129228277,5.148530344,2.683816043,11.82415386,13.28710608,16.9839277,18.58280434,17.09983116,,,,,,,,,,,,,,,,,,,
0.520833333,16.0737395,12.76449175,8.45708989,5.524752328,3.052309765,11.78677537,13.24526175,16.96719281,18.57899498,17.07119418,,,,,,,,,,,,,,,,,,,
0.53125,16.29432938,13.03406624,8.745913304,5.844115823,3.374880814,11.75882605,13.21108943,16.95266506,18.57575563,17.04862736,,,,,,,,,,,,,,,,,,,
0.541666667,16.48072453,13.26370476,8.996650902,6.11786656,3.655016552,11.73777276,13.18318619,16.93969503,18.57295445,17.03056108,,,,,,,,,,,,,,,,,,,
0.552083333,16.56938508,13.34831678,9.074638463,6.243132609,3.810985903,11.73259496,13.17304032,16.93920886,18.57403022,17.01679666,,,,,,,,,,,,,,,,,,,
0.5625,16.65039925,13.42634572,9.146004343,6.333032509,3.927611835,11.72557068,13.16451539,16.93201866,18.57283731,17.00603862,,,,,,,,,,,,,,,,,,,
0.572916667,16.72720841,13.50495471,9.213096967,6.402180262,4.012573547,11.71456409,13.15414643,16.92626491,18.57190574,16.99701042,,,,,,,,,,,,,,,,,,,
0.5833333,16.7932391,13.57917359,9.276726947,6.459699372,4.074861776,11.7040823,13.14351254,16.92025021,18.5702759,16.98843367,,,,,,,,,,,,,,,,,,,
0.59375,16.42297363,13.42383188,9.154446595,6.381311004,4.024135928,11.73717084,13.15118993,16.92512602,18.57281491,16.98214051,,,,,,,,,,,,,,,,,,,
