timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2
0,10.02984616,6.618800264,2.275764546,0.48466379,0.111231736,13.3932697,14.97837438,17.92432412,18.86450969,18.99247644
0.010416667,8.168108002,6.247334014,2.170773135,0.449980779,0.103966328,14.17618177,15.12488168,18.02071013,18.9279091,19.05091604
0.020833333,7.019128865,5.572279955,1.97314927,0.418213192,0.105858621,14.76103012,15.44483309,18.00608605,18.85002982,18.958633
0.03125,6.361928135,4.928509166,1.682762472,0.347589348,0.095731645,15.09552731,15.76615529,18.13163878,18.89102462,18.99396215
0.041666667,5.987460074,4.41911677,1.382451013,0.265768722,0.086929553,15.28468556,16.02690677,18.26350786,18.91420472,18.98961091
0.052083333,5.75732232,3.959214518,0.992660366,0.157008924,0.076224342,15.40933787,16.26003433,18.44576231,18.95085924,18.98952199
0.0625,5.611452898,3.639633639,0.752080748,0.11120512,0.073947969,15.48750972,16.42904825,18.56324762,18.96070475,18.98939904
0.072916667,5.525313429,3.425344526,0.614332378,0.094584505,0.074998766,15.52785686,16.54197725,18.63064501,18.95930125,18.98718415
0.0833333,5.474898435,3.284537765,0.540231928,0.088831517,0.077259133,15.55312365,16.61807865,18.66621445,18.95935446,18.98669178
0.09375,5.33974037,3.046020811,0.380706291,0.07512822,0.080793066,15.62167123,16.73365763,18.75639535,18.96762937,18.98719352
0.104166667,5.240755255,2.871573766,0.3206899,0.075069678,0.086108568,15.67146884,16.82515435,18.78171048,18.9642849,18.98567141
0.114583333,5.179281814,2.748936249,0.295445308,0.077544796,0.091867927,15.70191577,16.88971887,18.79015875,18.96311938,18.98456106
0.125,5.141598211,2.664470915,0.283691299,0.080942283,0.097839259,15.71946296,16.93378332,18.79397788,18.96183768,18.98332867
0.135416667,4.978662249,2.470007957,0.207934095,0.080318093,0.105531616,15.7913378,17.02436819,18.84397204,18.96495871,18.98306126
0.145833333,4.850009054,2.317164848,0.189680535,0.084902252,0.114072551,15.85267182,17.10127139,18.84406577,18.96212302,18.98156804
0.15625,4.762652243,2.201473722,0.182431156,0.090162592,0.122831567,15.89326827,17.15931467,18.84497827,18.96052047,18.97999448
0.166666667,4.704159783,2.115843579,0.17866715,0.095486615,0.131559248,15.92133276,17.20325537,18.84609848,18.9584078,18.97835293
0.177083333,4.774124687,1.97707658,0.146869353,0.099932682,0.141897251,15.89264631,17.27030145,18.87058242,18.9584639,18.97740056
0.1875,4.82726638,1.893889332,0.144629907,0.106679598,0.152490232,15.86419574,17.31390909,18.8648358,18.95539907,18.97569207
0.197916667,4.867223865,1.846197716,0.146376423,0.113574689,0.162943498,15.84308462,17.33768851,18.86259348,18.95291167,18.97401324
0.2083333,4.896857838,1.820387717,0.149619431,0.120280716,0.17302601,15.82596997,17.35354107,18.86108208,18.94998424,18.97240659
0.21875,4.873776407,1.745580589,0.138868582,0.126951333,0.184012222,15.82872829,17.38784065,18.8710145,18.94851376,18.97143507
0.229166667,4.846100161,1.691466275,0.140707033,0.13449354,0.194718576,15.83658824,17.41441937,18.86612152,18.94585638,18.97019859
0.239583333,4.824875946,1.652689814,0.143327608,0.141910756,0.204938955,15.84693199,17.43434336,18.86464619,18.9438018,18.96907539
0.25,4.809519452,1.625179156,0.146188204,0.148998649,0.214534828,15.85759123,17.45552598,18.86458417,18.94190594,18.96819547
0.260416667,4.920480563,1.593295887,0.145178904,0.15597071,0.224014143,15.79374108,17.46434992,18.86483655,18.94130249,18.96784325
0.270833333,5.002445322,1.582784333,0.148562274,0.162861399,0.23286646,15.74810613,17.46915216,18.86189499,18.94040272,18.96739594
0.28125,5.061690088,1.583704751,0.152525278,0.169314386,0.241024985,15.71569351,17.46923397,18.86020482,18.93971259,18.96699347
0.291666667,5.104733084,1.590248905,0.156571082,0.175203448,0.248445178,15.69213228,17.46719107,18.85870436,18.93924156,18.96672877
0.302083333,5.458729894,1.675126607,0.172089261,0.179801185,0.253725621,15.522583,17.42931822,18.84633182,18.93772447,18.96605679
0.3125,5.728156298,1.771717414,0.1808574,0.183077008,0.258094894,15.38405418,17.38187171,18.84469106,18.93773327,18.96594046
0.322916667,5.922612188,1.864796908,0.189659787,0.185769137,0.261689449,15.28766504,17.33578982,18.84091782,18.93766131,18.96592522
0.3333333,6.063651578,1.947983725,0.197959374,0.18803908,0.264648896,15.21868084,17.29434668,18.83778122,18.93764108,18.96579648
0.34375,6.850032633,2.310625668,0.270910996,0.190525249,0.26182633,14.84252389,17.12760301,18.78529884,18.93150237,18.96364716
0.354166667,7.427684819,2.663727051,0.317588506,0.190296384,0.257881821,14.55141455,16.94958175,18.77095491,18.93183288,18.96372445
0.364583333,7.825209238,2.973437637,0.36246609,0.189741213,0.253266262,14.35933542,16.79250308,18.75121632,18.93192979,18.96413082
0.375,8.099242896,3.231621489,0.404600368,0.189462185,0.248543372,14.23218977,16.66138304,18.73256267,18.93184035,18.96405739
0.385416667,9.495196749,4.188432635,0.764384085,0.230926958,0.23792207,13.62598872,16.21975956,18.53889123,18.90503199,18.95742012
0.395833333,10.43001684,5.06543463,1.084926662,0.278286428,0.229936136,13.2137492,15.78187445,18.408218,18.89413494,18.95676192
0.40625,11.0096967,5.775870649,1.399655429,0.332723105,0.224109777,12.98560382,15.43319109,18.27671234,18.88241408,18.95715877
0.416666667,11.36907334,6.319935277,1.69318098,0.393133202,0.221081415,12.8569916,15.17225684,18.15509563,18.86833707,18.95620896
0.427083333,12.664857,7.678639882,2.740612753,0.749100848,0.276597482,12.46314436,14.61348623,17.7756305,18.7815963,18.93293029
0.4375,13.44586613,8.783974614,3.670845882,1.180878477,0.374184919,12.24440633,14.17677825,17.52132171,18.7278238,18.91674149
0.447916667,13.87515464,9.576167991,4.477644604,1.659996539,0.512543004,12.14396092,13.90970917,17.35507482,18.68979112,18.90016147
0.4583333,14.11650484,10.11601886,5.137768174,2.148203147,0.689576471,12.09477219,13.75290425,17.2508752,18.6619097,18.88148545
0.46875,14.65668271,10.84751394,6.037173426,2.884713206,1.041609108,11.99825704,13.58169655,17.13945661,18.63013208,18.85330799
0.479166667,15.00795026,11.42158452,6.757762987,3.578475491,1.447585439,11.93711769,13.46163598,17.0812983,18.61480144,18.83804817
0.489583333,15.24491853,11.83597404,7.32507689,4.193664757,1.87872817,11.90232767,13.3872542,17.04259867,18.60465569,18.82870684
0.5,15.43562287,12.13939542,7.760012552,4.712533285,2.303158603,11.87782684,13.33939213,17.01641275,18.59774829,18.82235438
0.510416667,15.80375119,12.4586678,8.140252852,5.166550243,2.718828796,11.82918721,13.29419424,16.99355406,18.59174542,18.81666136
0.520833333,16.08241424,12.77027306,8.46936543,5.543729821,3.088301847,11.79042366,13.25219724,16.97692836,18.58801079,18.81327308
0.53125,16.30466338,13.04158579,8.759482711,5.864043367,3.410691377,11.76578,13.21805404,16.96205909,18.58445147,18.81022656
0.541666667,16.49220107,13.27294192,9.011519698,6.138642381,3.69015966,11.74114047,13.18999889,16.94980965,18.58193314,18.80812978
0.552083333,16.58097916,13.35867976,9.090641059,6.265051502,3.84185154,11.73719283,13.1797883,16.94858533,18.58259806,18.80819151
0.5625,16.66162907,13.43732031,9.162643464,6.355790207,3.955529189,11.72982349,13.17133256,16.94137004,18.58128619,18.80757159
0.572916667,16.73766963,13.51596939,9.229920181,6.42539685,4.038299205,11.71987606,13.161135,16.93513073,18.5801138,18.80683742
0.5833333,16.80287885,13.58978223,9.293321885,6.48297777,4.098951133,11.7103053,13.15049305,16.92979079,18.57911934,18.80616738
0.59375,16.43123447,13.43372837,9.170643478,6.404557456,4.042621273,11.7427314,13.1581753,16.93450832,18.58114767,18.80756086
0.604166667,16.19605677,13.20883135,9.009161598,6.295562022,3.966377489,11.76851203,13.17551177,16.93492082,18.58119001,18.8080682
0.614583333,16.05801691,13.00959049,8.821837532,6.153359691,3.865482898,11.78077375,13.19302504,16.94080809,18.58172894,18.80846004
0.625,15.96768152,12.8540656,8.636476454,5.987942641,3.739023483,11.78966935,13.20369776,16.94290186,18.58170402,18.80890696
0.635416667,15.50259362,12.53501734,8.297618657,5.695280818,3.498418836,11.85489967,13.23632498,16.95340789,18.58428902,18.81123547
0.645833333,15.17856018,12.19061885,7.962115336,5.38828907,3.240753501,11.9090806,13.28001893,16.96308978,18.58587714,18.81329224
0.65625,14.9539143,11.89202968,7.637359093,5.074793333,2.970561176,11.95029403,13.32159208,16.97629224,18.58768537,18.81532319
0.666666667,14.78139789,11.64797261,7.340996507,4.766875845,2.695154201,11.97319215,13.35850662,16.9887337,18.58973785,18.81801406
0.677083333,14.30448015,11.31381921,6.977121897,4.408209091,2.373803964,12.06878009,13.41319097,17.01058461,18.59396724,18.82253136
0.6875,13.96313791,10.96712696,6.631810078,4.062568322,2.064281998,12.14850583,13.48184551,17.03151347,18.59766767,18.82741227
0.697916667,13.71513774,10.66357835,6.308084831,3.733245602,1.772405746,12.20378111,13.54780806,17.05546968,18.60190798,18.83302628
0.7083333,13.52110922,10.4116966,6.017631865,3.426610607,1.504175755,12.25070047,13.60612252,17.07903329,18.60633939,18.83961144
0.71875,13.0350261,10.06880348,5.653810272,3.076024957,1.217402813,12.37579332,13.68821165,17.11629771,18.61418678,18.84997769
0.729166667,12.69077314,9.721012173,5.317130073,2.749783102,0.969248027,12.47916932,13.78609797,17.15388214,18.62196784,18.86129741
0.739583333,12.44899379,9.422280694,5.009195976,2.450446033,0.762138076,12.55258212,13.8764483,17.19441839,18.63078633,18.87349334
0.75,12.27026526,9.181155047,4.740376028,2.183014747,0.596439693,12.59315344,13.95519795,17.23829097,18.64078309,18.88680641
0.760416667,11.62778091,8.904317102,4.53459788,1.97553597,0.482475035,12.80881651,14.0415098,17.26959512,18.64952491,18.89838138
0.770833333,11.22970716,8.566749981,4.305099759,1.789966055,0.396485716,12.95996078,14.16228943,17.31185347,18.65962226,18.91103987
0.78125,10.98811279,8.271880847,4.067417225,1.613181325,0.328568386,13.05114618,14.27461461,17.36023182,18.67129711,18.92453958
0.791666667,10.83889348,8.043353214,3.849281326,1.447879217,0.273058086,13.10583602,14.36509232,17.40923003,18.68439988,18.9374509
0.802083333,10.23853818,7.805226214,3.717405118,1.34642807,0.245592174,13.32987515,14.45625108,17.44055828,18.69344181,18.94312823
0.8125,9.897443727,7.508583474,3.54516878,1.247433519,0.219833206,13.47683128,14.57948183,17.48388723,18.70375106,18.9489188
0.822916667,9.711336184,7.259366866,3.358138643,1.141849394,0.194686449,13.55730739,14.6882831,17.53428273,18.71613861,18.95491363
0.8333333,9.609992977,7.07789588,3.188092711,1.037186732,0.170790461,13.60071368,14.76902161,17.58405645,18.7300667,18.96042538
0.84375,9.011356766,6.83961772,3.047559525,0.952859374,0.153317498,13.84663391,14.8696215,17.62566529,18.74231297,18.9637499
0.854166667,8.679986495,6.545245977,2.874928433,0.868217683,0.137356482,14.00463173,15.00451753,17.67943684,18.75587971,18.96707824
0.864583333,8.507545537,6.304842447,2.694719702,0.778900101,0.121782085,14.08830088,15.11907529,17.73968966,18.7717755,18.97060944
0.875,8.419204191,6.135383247,2.537294081,0.694374813,0.107773063,14.1205719,15.2026376,17.79449074,18.78839307,18.97342179
0.885416667,7.808142398,5.887993182,2.386525806,0.617549514,0.095941947,14.38746598,15.31154727,17.84871649,18.80491332,18.97571683
0.895833333,7.469655404,5.585104859,2.211259293,0.54494592,0.086712845,14.55276351,15.45648908,17.91285183,18.82139397,18.97704486
0.90625,7.29629109,5.341131264,2.033740467,0.472121856,0.078305003,14.63806876,15.5774995,17.98216896,18.83925827,18.97840567
0.916666667,7.210047321,5.171588226,1.882846004,0.407321502,0.071324424,14.68266168,15.66470127,18.04354945,18.85626027,18.97917451
0.927083333,6.871780533,4.972739054,1.723334837,0.339788454,0.064319248,14.83172785,15.76043761,18.10953771,18.87554701,18.98044675
0.9375,6.685069777,4.776296899,1.585329194,0.289833141,0.060261953,14.92762349,15.8603452,18.16794289,18.88936881,18.9800606
0.947916667,6.591624568,4.628608627,1.469989048,0.251530684,0.057464704,14.9752723,15.93769789,18.21856242,18.8997625,18.97975348
0.9583333,6.547347581,4.529926468,1.382925058,0.22370338,0.055600407,14.99736053,15.99062214,18.25780925,18.90712442,18.97934174
0.96875,6.362779459,4.41544532,1.293155743,0.196207871,0.053792472,15.07991642,16.04772398,18.29811723,18.91547785,18.97931859
0.979166667,6.262189655,4.306134827,1.221405103,0.178084804,0.052922265,15.13229347,16.10507495,18.33044721,18.91992829,18.97866863
0.989583333,6.213856012,4.225451471,1.164281579,0.16482774,0.052386188,15.15633322,16.14873297,18.35675311,18.92305551,18.97811546
1,6.192935267,4.17265261,1.122711839,0.155516011,0.05209259,15.16932729,16.1783899,18.37625289,18.92524938,18.97758963
1.010416667,5.937296683,3.963757705,0.914528044,0.105247038,0.04939454,15.29397075,16.27819772,18.47828885,18.94932671,18.98012587
1.020833333,5.773983266,3.78336486,0.792387625,0.088620846,0.049667327,15.38672745,16.37354127,18.53512755,18.94973866,18.97860309
1.03125,5.684735011,3.650354879,0.714904181,0.081076696,0.050419884,15.43374159,16.44560362,18.57272588,18.94986723,18.97832329
1.041666667,5.637905086,3.559353344,0.666076984,0.077362153,0.051353616,15.45733788,16.49544352,18.59637982,18.95068652,18.97788091
1.052083333,5.575655286,3.38208471,0.514071745,0.061963297,0.052197901,15.49922663,16.58259712,18.67888293,18.95967285,18.97826777
1.0625,5.530917088,3.265055587,0.45030282,0.059738388,0.054053664,15.52963036,16.64647025,18.70782782,18.95670804,18.97680514
1.072916667,5.507026672,3.191085575,0.422701296,0.059942871,0.055867621,15.54259975,16.68751052,18.71950272,18.95617887,18.97542404
1.0833333,5.495550377,3.145431426,0.411186975,0.061214745,0.057430382,15.55546046,16.72635775,18.7483127,18.95825501,18.9726067
1.09375,5.37531406,2.961785973,0.293701257,0.054933589,0.058665623,15.61337195,16.79886756,18.79531124,18.9604463,18.9718312
1.104166667,5.283929086,2.824707726,0.258269034,0.055764162,0.05875024,15.66462426,16.87049892,18.806708,18.95719114,18.96801485
1.114583333,5.227215651,2.727134373,0.244982672,0.057311609,0.056580814,15.69144898,16.91854933,18.8061563,18.95527305,18.96444075
1.125,5.192100495,2.659188437,0.239330342,0.05880486,0.054511764,15.70952755,16.95615626,18.81136558,18.9531788,18.96191446
1.135416667,5.026226308,2.472800894,0.170190582,0.055351178,0.054334823,15.78442697,17.04181409,18.8582427,18.95435747,18.96144375
1.145833333,4.895014589,2.325197569,0.156661413,0.05351328,0.059009638,15.8472033,17.11426873,18.85482301,18.9500739,18.96019782
1.15625,4.805599912,2.212716679,0.151455566,0.051203721,0.067436438,15.88751783,17.16969701,18.85512179,18.94803413,18.95911997
1.166666667,4.745154141,2.128907372,0.148807417,0.050885692,0.077968812,15.91412275,17.21246132,18.85553931,18.94650994,18.95837594
1.177083333,4.811035252,1.990025471,0.119185735,0.050050598,0.090938249,15.89077467,17.27816965,18.87739298,18.94777307,18.95835166
1.1875,4.860691247,1.906352133,0.117225732,0.054300151,0.104655771,15.86415421,17.32176304,18.87004711,18.94590422,18.95781309
1.197916667,4.897916045,1.858024178,0.117657152,0.061536483,0.118185045,15.84650448,17.34345045,18.86803275,18.94474792,18.95747273
1.2083333,4.925257811,1.831477546,0.119441536,0.07050799,0.131073329,15.82900895,17.36146196,18.86575083,18.9427976,18.95737379
1.21875,4.900335136,1.755606911,0.107814565,0.079964721,0.144642245,15.83136268,17.3938372,18.87607163,18.94259978,18.95796552
1.229166667,4.871687699,1.7006511,0.108877632,0.090775889,0.15752852,15.83911299,17.41946969,18.871614,18.94091888,18.95833507
1.239583333,4.849828655,1.661264308,0.111520826,0.101443235,0.169605208,15.84475721,17.43833548,18.87073003,18.93959814,18.95880458
1.25,4.833772599,1.633244261,0.115118406,0.111462154,0.180802794,15.85053294,17.45253169,18.86940215,18.93852545,18.95943202
1.260416667,4.944511282,1.600902688,0.115077547,0.120900964,0.191708408,15.79400673,17.46768125,18.87141733,18.93799642,18.96019753
1.270833333,5.026529757,1.59016429,0.119333011,0.129858131,0.201841637,15.7510364,17.47245136,18.86861968,18.93730058,18.96083355
1.28125,5.085676735,1.591020665,0.124223584,0.138064205,0.21120018,15.71431897,17.47275124,18.86711164,18.93676179,18.9613005
1.291666667,5.128754964,1.597597917,0.129238341,0.145475611,0.219781143,15.69044846,17.46949092,18.8652891,18.93647047,18.96181013
