timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank5Nitrate,tank5Phosphate,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2
0.3136597216550926,5.101481422006215,2.346591720180445,1.1689629690827843,0.8823574084115529,0.7658896523008936,10.574893581824819,1.6410566035927687,0.15777376084842215,0.1730498592385301,0.1830028632155498,0.20980197493823538,0.20981934949694545
0.3209740307291667,5.745564546219456,2.6528961322958886,1.2975926156726252,0.9455126942144042,0.7933224553849741,10.484901848011383,1.6268815021419991,0.15504792127073688,0.17154444882754266,0.18228052634634134,0.20979897646054937,0.20981823361232788
0.32857114234953705,6.482193554224877,3.034172435813573,1.465781607053241,1.029389920844702,0.8312864373369864,10.388885436058064,1.6103704062528736,0.15204499936948523,0.16980857552590037,0.18137787513207565,0.20979511611491167,0.20981669558828298
0.33554702600694447,7.197592965512665,3.4367689224911593,1.6546805815488508,1.1269600914210824,0.8770069581624413,10.299542017291818,1.5938020385037333,0.14928607466553137,0.16811356420641266,0.18041690273318423,0.20979072587583664,0.2098148591035368
0.34282142641203706,7.840545578053397,3.8796934437647876,1.8825531735553305,1.2518143854681656,0.9378893466830379,10.207333363354511,1.5756216664847984,0.14696409798821772,0.16640008925670752,0.17932744395653444,0.2097853479779807,0.2098124635818044
0.350263140462963,8.389080583454346,4.320906117846532,2.138562816725932,1.40425431216044,1.0163111714267543,10.11486523249246,1.5563724335119922,0.145154401501618,0.1648777033661055,0.1781913127350624,0.20977910647476702,0.2098094417909132
0.35721823050925927,8.837335603738289,4.710918585806155,2.3892635996387748,1.5675677389856841,1.1058453858802555,10.030240090531667,1.5379381989444556,0.1437999879446829,0.1637139805803174,0.17716737424533346,0.2097727721686242,0.20980606577745572
0.36446145119212964,9.262477924607314,5.0938340860773685,2.6547478332913745,1.7556690637701304,1.2163099191967595,9.943917156310901,1.518415936520661,0.14262033672250854,0.16275488822121628,0.17617656262119097,0.20976589685306601,0.2098020048261861
0.3715822847685185,9.655275270636526,5.451379851061291,2.9160820890288126,1.9547948543789009,1.3416526785885798,9.860773193928217,1.4990095262317704,0.14162012094382986,0.1620201323312368,0.17529162421011402,0.20975907814516997,0.20979753357430214
0.3790025718518519,10.043837842157174,5.808237284364261,3.186344940167881,2.173366224483634,1.4886052169509678,9.776064828330238,1.478702588998053,0.14070833117367423,0.1614228809013051,0.17446537750484664,0.2097521088170923,0.20979247658718542
0.38661886701388887,10.40222283239408,6.152923521252146,3.4568316977055575,2.404305627277574,1.6538510644785334,9.692195866662223,1.4580794938630588,0.1399317557460097,0.16095224199034366,0.1737234668576621,0.2097453170125905,0.20978703800124635
0.39423251256944447,10.732190114310523,6.475641945697505,3.718843787731314,2.638295721611093,1.8310685422592154,9.611812209035469,1.4377900629562725,0.1392713467108722,0.16058785772148715,0.1730801203279239,0.2097389849209253,0.2097814893189084
0.4015117321412037,11.031990631828918,6.766675395926666,3.96115787444529,2.8624949212048145,2.0094549270604567,9.538475606337078,1.4187505258278452,0.13871330050513084,0.16030933400308814,0.1725460067558875,0.20973340666448353,0.20977620311450632
0.4085696667361111,11.314361587063615,7.035804024487074,4.188712875320328,3.0786608012886036,2.188771702570706,9.470935373107235,1.4006602088912534,0.13822178898313908,0.16008558628724678,0.17209291727478404,0.2097284552562728,0.20977119534594366
0.41570460197916664,11.595452257659066,7.297986039917648,4.4120899753704546,3.2948533640753825,2.374613306347733,9.406486795932736,1.3827665155561493,0.1377632006922423,0.15989303100653088,0.17168927802866207,0.20972389643110123,0.20976632612231907
0.42279369796296296,11.818468014999008,7.548102694470125,4.629032685698872,3.507068481407197,2.5625578284638735,9.346282306520166,1.365357413475889,0.13739413788552973,0.15972780710330922,0.1713322751847292,0.2097197721633716,0.20976172581736044
0.4303009595833333,11.924399922930215,7.778439282753827,4.851611971628392,3.729080546957265,2.7643042890886056,9.286465940242408,1.347265963972535,0.13719207722651142,0.15958622954829926,0.17099952592355946,0.2097157990969997,0.20975713519694525
0.4376482042476852,11.93538036493455,7.951654214122768,5.053782093538962,3.9416517399978894,2.963124976020311,9.231842717234299,1.3299006731621288,0.13712200649576503,0.15948262604947802,0.17072667722627294,0.2097123113566059,0.2097529501188949
0.44500358413194446,11.882127040291394,8.068490965878754,5.231643377245665,4.1458619441802,3.1616956726782073,9.18109181463469,1.3128387773373598,0.1371400134280272,0.15940916713597797,0.1705061380729326,0.2097092312479307,0.20974908467101103
0.45195495875,11.790143137976877,8.128925317569303,5.371189577831011,4.326464354593152,3.3466086322114976,9.136985106313492,1.2969889602887097,0.13721832572013815,0.15936307363685062,0.17033976044608298,0.20970669238563586,0.20974574157514272
0.45892918982638886,11.668954505672192,8.145602853923267,5.4799576098808735,4.491209724425963,3.526639542250832,9.096966386498329,1.2813319931439264,0.13734538906261867,0.1593360813182172,0.1702139559883895,0.20970450426735654,0.20974269861080963
0.4661237832986111,11.538179640442229,8.122837850110477,5.556753151667794,4.639319861673434,3.7027738401537307,9.06115288314629,1.265479505582811,0.13750008491250829,0.15932585521447415,0.17012575848873368,0.20970263423156896,0.2097399011904604
0.47408317108796294,11.399793913162064,8.063791310536116,5.601020862063865,4.7731836473625,3.881769122533354,9.029339649625562,1.2483286317761206,0.1376738198616222,0.15933077007653992,0.17007124691531003,0.20970099996655217,0.20973720926729567
0.4815407596759259,11.272905641304584,7.986945903181107,5.608718081673618,4.868445901300622,4.0308310064738295,9.008073686466435,1.2326221867702754,0.13784360320891392,0.15934711671546437,0.1700531499111143,0.20969983421527522,0.20973505105953663
0.4899871358912037,11.129063847581307,7.883074326533796,5.5850355115891075,4.94157600599245,4.174591101488328,8.995132613153624,1.2152734688279172,0.1380493891278009,0.1593768887137687,0.17006384167276645,0.2096988858334815,0.20973300374875894
0.49694199438657405,11.00845546226863,7.787950097317865,5.544760947595225,4.975766166347032,4.271481362965568,8.993954338572793,1.2013665410761138,0.13823330362563777,0.15940946396047573,0.17009342152444112,0.20969836383526608,0.20973161004554694
0.5040427604976851,10.863392387798461,7.681454588567692,5.487082466101976,4.988376025150942,4.34958377051096,9.0020069007293,1.187607030045566,0.13846069619663642,0.1594508493905335,0.17014148868007822,0.20969805486805795,0.20973044128961946
