timeDays,tank1Ammonia,tank2Ammonia,tank3Ammonia,tank4Ammonia,tank5Ammonia,tank5Nitrate,tank5Phosphate,tank1ExhaustO2,tank2ExhaustO2,tank3ExhaustO2,tank4ExhaustO2,tank5ExhaustO2,tank1Nitrate,tank2Nitrate,tank3Nitrate,tank4Nitrate
0.0,8.106374620635345,5.124773777566645,4.1337238129642575,3.55960309429103,3.1988912918013135,1.7753620448563106,1.5645905396500206,0.14862679798132863,0.16408857174408048,0.20963217329529887,0.20966966123900457,0.209692133085997,0.0026087392132047365,0.004840454830638777,0.526692074420947,1.1342591125609724
0.007318898206018518,7.974658990153536,5.089562125421254,4.123731460872338,3.5546465066593806,3.1958346349873636,1.7808168643478013,1.5638160846887978,0.14916692599055917,0.16420143093700235,0.20963270333026407,0.2096699226146265,0.2096922726401307,0.0029164902925435257,0.005522219394494809,0.5309280452186455,1.139400803180503
0.014332724166666666,7.837043147832065,5.043570761744223,4.11112046391182,3.5501248898820914,3.1934027106409055,1.7850810985665366,1.5632193240976204,0.14973856129510618,0.16435847204896403,0.20963319812671263,0.20967012412866123,0.20969237878955493,0.003353096493953635,0.006098180483247611,0.5338762763331242,1.1433331600864498
0.021320539131944444,7.695376738428107,4.988763816946801,4.09375683220681,3.544880473104069,3.1912488251068925,1.7883669651528953,1.5627567419076727,0.15032043503667203,0.16454759294959917,0.20963380587891575,0.20967032024277127,0.20969246327426533,0.0037680117208634786,0.006372877942109154,0.5357489126869001,1.1462288352656909
0.028691076736111112,7.544055469082388,4.923629373603277,4.069406109246658,3.537472395411909,3.188871927146865,1.790762971810301,1.5623574019219888,0.1509443864954601,0.16477587528966417,0.20963465206515663,0.20967058737697625,0.20969255405385484,0.004140896638575627,0.006462099114182089,0.5366368143396343,1.1481391386245052
0.03645053824074074,7.384136523293092,4.848766895575925,4.0368839433641845,3.5265712393020032,3.1856895374911276,1.792064604359699,1.5619133254451265,0.15160933894162582,0.16504268319418505,0.20963580818521005,0.20967099209210754,0.2096926781180853,0.0044395943263295995,0.00641875764837042,0.5364826859937393,1.1488655362431859
0.04348122916666667,7.238195213095073,4.775875693589864,4.00125452064194,3.513127129780753,3.1815800874366835,1.7923071571156057,1.5613089016251316,0.15221950465215517,0.16530533511227294,0.20963710844537406,0.2096715072620656,0.20969283976306055,0.004615406685313334,0.006315920367830618,0.5356377197902807,1.1485611029634735
0.05083002219907407,7.066763951922211,4.680935067555089,3.953039469000865,3.492172744563119,3.1736102553229055,1.795436751659723,1.5597763516708438,0.15293907962449643,0.16564981891145003,0.20963903182169286,0.2096723785552081,0.2096931682604203,0.004741938037772545,0.006261596847483541,0.5371490924688913,1.150943404445055
0.05817715511574074,6.8740495616939725,4.564101700515706,3.8915370350013005,3.463097418489008,3.160948600520056,1.8030121168439233,1.5570023363913004,0.15375551603725698,0.16608314611979225,0.20964156242418086,0.20967362768986228,0.20969370074784416,0.0049847429523862535,0.006157345937434192,0.5419541596344207,1.1574845676409535
0.06562160423611112,6.662490807538272,4.427612571212943,3.815962475306043,3.4254651884671468,3.1432903272532355,1.8152050395663124,1.552870599878349,0.15465603392281382,0.16659890564705454,0.209644674972786,0.2096752384358153,0.2096944398989245,0.005314079111688949,0.005921012094081511,0.5497459353068761,1.1682393040464067
0.07365324447916667,6.421062825115035,4.265012238140642,3.7204965497237925,3.3758360314007274,3.118802522118183,1.8334169275127743,1.5469388189851725,0.15568710573036654,0.16722397123724678,0.20964860022337445,0.20967734326976042,0.2096954616775653,0.0057096494434734245,0.005506646423086753,0.561015876417082,1.1843124641831473
0.08173063068287037,6.16876722079271,4.09056093415741,3.6116458428323654,3.3168769323177307,3.0885667338513247,1.8569576077270238,1.5395254192511583,0.15676717014054864,0.16790472348462576,0.20965308206304786,0.20967982975341679,0.2096967273700524,0.00611021452021501,0.004964019994657481,0.5749797507750631,1.204929476757287
0.08894818506944445,5.955629132304969,3.939417546190806,3.5076418488785963,3.2583041974249216,3.057924155453344,1.8791195060234795,1.532079682878801,0.1576901680821584,0.16850564941133506,0.2096572376781459,0.2096822559104038,0.2096980093277296,0.006627281319468752,0.004399072643076766,0.5866722534394373,1.2238063592564703
0.09625447989583333,5.788413855116003,3.81619708243605,3.4035870385662093,3.1958923239846615,3.025146689362404,1.894945123324292,1.5243993554661324,0.15841303886942862,0.1689991002810661,0.20966109950667147,0.20968471466489896,0.20969934522766262,0.006724131800133249,0.003856373196107265,0.5914458347625235,1.235783915877632
0.10395041371527777,5.65502047185253,3.7176382621925126,3.2987029871972116,3.1262022346603637,2.987466051392794,1.9038422282518495,1.5160387686935985,0.15898661810152667,0.1693940767020744,0.2096649107759598,0.20968741035086158,0.2097008684092921,0.006670167938366,0.0034426795151579707,0.5893492270662021,1.2401071957461063
0.11214329641203703,5.547080642659333,3.643475817586023,3.1963579740217667,3.0481257984505703,2.9425216020255474,1.9042243113231816,1.5066564175248458,0.15944768792006264,0.169690160679169,0.20966863242692976,0.2096904401219574,0.2097026899458631,0.006666280234378242,0.0031568897124150687,0.5803179380414951,1.2353773229640417
0.12057275645833333,5.459581111384764,3.594185147433956,3.104888372536767,2.965679949368444,2.8903344269648548,1.8945717298005098,1.4962526605446753,0.15981848965566128,0.1698847128854787,0.2096719739314965,0.20969367220323595,0.20970481053116885,0.00672618766026113,0.00298176170452042,0.5652170601396826,1.220887010611122
0.12761859341435186,5.393651139893102,3.566473610114687,3.0402983809467994,2.8971840748535067,2.8421188121763548,1.8796077948110614,1.4867266558111136,0.16009222961992517,0.16998937189342095,0.20967437801807853,0.20969639517264707,0.2097067729004609,0.006617249652182591,0.00290407352723267,0.549987756983635,1.2028301839078361
0.13508791717592591,5.290267220334619,3.5160663502193072,2.973634558915677,2.8246860908241223,2.7866322686239178,1.8685846936068422,1.475254236822431,0.1605245791041981,0.17018087642813529,0.20967733410463868,0.20969947644952117,0.20970908393404122,0.006438560515643531,0.002904430269504998,0.5407037387458805,1.1895039342483646
0.14254254849537037,5.152268709837618,3.4385349894615507,2.9032770932244394,2.7528237247355696,2.728500373854637,1.8659066504460264,1.4624814688199623,0.1611083102070361,0.17048354659299403,0.20968068395176404,0.20970267684743676,0.20971154746968804,0.006602298965943515,0.0028714355073945746,0.5396736082043642,1.1852591792655014
